name,slug,type,ownership,street,postal_code,neighborhood,city_slug,city_name,phone,email,website,age_min_months,age_max_months,schedule,services,short_description,source_url,notes
IPSE,ipse-barcelona,escuela-infantil,privado,"Carrer de Casanova, 175",08036,,barcelona,Barcelona,933215099,,http://www.escolaipse.net,0,36,,comedor;horario-ampliado;ingles;actividades-extraescolares;verano-campamentos,"IPSE es un centro concertado fundado en 1966 por el sacerdote Vicenç Salvà, gestionado por la Fundació Vicenç Salvà, en el distrito de l'Eixample de Barcelona. Se define como escuela parroquial de orientación cristiana y ofrece educación desde la etapa infantil hasta bachillerato, con comedor propio, escuela de idiomas y horario de 8 a 18 horas.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Sant Josep,sant-josep-barcelona,escuela-infantil,privado,"Carrer de Montseny, 31-39",08012,,barcelona,Barcelona,932372019,,https://www.santjosepgracia.org/,0,36,,comedor;horario-ampliado;ingles;actividades-extraescolares;verano-campamentos;orientacion-pedagogica;escuela-de-padres,"Sant Josep es un centro fundado en 1880 por la congregación de las Carmelites Missioneres, en el distrito de Gràcia de Barcelona, con más de 140 años de presencia en el barrio. Ofrece llar d'infants, comedor gestionado por una empresa externa de restauración, horario ampliado, orientación pedagógica y escuela de padres.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Mare del Diví Pastor,mare-del-divi-pastor-barcelona,escuela-infantil,privado,"Carrer de Bailèn, 38",08010,,barcelona,Barcelona,932654291,,http://escolesmdp.org/bailen,0,36,,cocina-propia,"Mare del Diví Pastor - Bailèn, en el distrito de l'Eixample, forma parte de la red de la Fundació Col·legis Mare del Diví Pastor y ofrece llar d'infants con concierto educativo y cocina propia. El propio centro se define como un proyecto humanista, pluralista y catalán, con más de 30 años de experiencia en la atención al primer ciclo de infantil.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Joan Roca 1953,joan-roca-1953-barcelona,escuela-infantil,privado,"Avinguda de Meridiana, 237-243-253",08027,,barcelona,Barcelona,933403408,,http://www.escolajoanroca.cat,0,36,,comedor;horario-ampliado;actividades-extraescolares;verano-campamentos;orientacion-pedagogica,"Joan Roca 1953 es un centro privado concertado del distrito de Sant Andreu, fundado por Joan Roca i Moreno, cuya actividad educativa se remonta a los años previos a 1959. Hoy forma parte de un grupo escolar más amplio y ofrece escola bressol para el primer ciclo, comedor con servicio de catering diario, horario de acogida y permanencia, y un departamento de orientación con psicólogo y logopeda.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Sagrado Corazón,sagrado-corazon-barcelona,escuela-infantil,privado,"Carrer de Eduard Conde, 17-23",08034,,barcelona,Barcelona,932038754,,http://www.corazonistasbcn.com,0,36,,comedor;horario-ampliado;bilingue;ingles;actividades-extraescolares;verano-campamentos,"Sagrado Corazón, en Sarrià-Sant Gervasi, es un colegio de titularidad de los Hermanos del Sagrado Corazón (Corazonistas) que ofrece desde jardín de infancia (0-3 años) hasta Bachillerato en una misma línea educativa. El inglés es lengua vehicular desde infantil, junto con catalán y castellano. Dispone de comedor, ampliación horaria y actividades extraescolares para toda la etapa infantil.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
St. Peter's School,st-peters-school-barcelona,escuela-infantil,privado,"Carrer de Eduard Toldrà, 18",08034,,barcelona,Barcelona,932043612,,,0,36,,comedor;bilingue;ingles;actividades-extraescolares,"St. Peter's School, en el distrito de Les Corts, es un colegio internacional privado que imparte el currículo completo del Bachillerato Internacional (IB), desde Early Years hasta el Diploma Programme, íntegramente en inglés. Su etapa de Early Years/Nursery admite a niños desde los 12 meses. Cuenta con comedor propio y cuidado supervisado desde primera hora de la mañana.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Pare Manyanet,pare-manyanet-barcelona,escuela-infantil,privado,"Travessera de les Corts, 331",08029,,barcelona,Barcelona,934396700,,https://www.lescorts.manyanet.org/,0,36,,horario-ampliado;actividades-extraescolares,"Pare Manyanet Les Corts, fundado en 1964, es un colegio concertado de la congregación de los Hijos de la Sagrada Familia que abarca desde la llar d'infants hasta Bachillerato. Su proyecto educativo se apoya en el modelo de escuela-familia, con inmersión lingüística plurilingüe y trabajo cooperativo en pequeños grupos. Ofrece actividades extraescolares y proyectos internacionales para el alumnado.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Escolàpies Llúria-Barcelona,escolapies-lluria-barcelona-barcelona,escuela-infantil,privado,"Carrer de Roger de Llúria, 64",08009,,barcelona,Barcelona,934882166,,http://escolapieslluria.org/web/,0,36,,actividades-extraescolares,"Escolàpies Llúria-Barcelona, gestionado por la Fundació Escolàpies, es un colegio concertado en l'Eixample con más de 150 años de historia. Ofrece llar d'infants (0-3 años) y parvulari (3-6 años) hasta Bachillerato, con metodología Montessori en la etapa infantil y natación integrada en el horario escolar. Las clases se imparten en catalán, castellano, inglés y francés.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Pérez Iborra,perez-iborra-barcelona,escuela-infantil,privado,"Carrer de Consell de Cent, 321-323",08007,,barcelona,Barcelona,934880057,,http://www.pereziborra.com,0,36,,bilingue;ingles;orientacion-pedagogica,"Escoles Pérez Iborra, con más de 80 años de trayectoria en el distrito de l'Eixample, es un centro privado laico que va desde la llar d'infants hasta Bachillerato Dual Americano. Aplica la metodología del Pensamiento Visible (""Cultura de Pensament"") en todas las etapas y enseña en catalán, castellano e inglés, con exámenes Cambridge. Cuenta con departamento de orientación psicopedagógica propio.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Reina Elisenda,reina-elisenda-barcelona,escuela-infantil,privado,"Carrer de Olot, 18",08024,,barcelona,Barcelona,932844080,,http://www.escolareinaelisenda.com,0,36,,comedor;horario-ampliado;actividades-extraescolares;orientacion-pedagogica,"Reina Elisenda, en el distrito de Gràcia, es un colegio concertado fundado en 1964 que desde 2016 forma parte del proyecto educativo de Escola Virolai, compartiendo etapas y coordinación pedagógica. Ofrece educación infantil (incluido el tramo 0-3) y primaria en una única línea, con programa plurilingüe en francés e inglés y horario de comedor y acogida ampliada.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Abat Oliba-Loreto,abat-oliba-loreto-barcelona,escuela-infantil,privado,"Avinguda de Pearson, 22-26",08034,,barcelona,Barcelona,932040816,,https://loreto.abatoliba.edu/,0,36,,comedor;cocina-propia;musica;actividades-extraescolares;verano-campamentos;orientacion-pedagogica;patio-exterior;uniformes,"Abat Oliba-Loreto, en el distrito de Les Corts, es un centro concertado de la Fundación Abat Oliba con más de treinta años de trayectoria e ideario cristiano. Imparte desde educación infantil hasta Bachillerato, incluido el Bachillerato Dual estadounidense, con comedor de cocina propia, servicio gratuito de permanencias y enfermería. Las extraescolares incluyen música, danza, ajedrez y debate.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Sagrat Cor-Esclaves,sagrat-cor-esclaves-barcelona,escuela-infantil,privado,"Rambla de de Catalunya, 83",08008,,barcelona,Barcelona,932152522,,http://escolashalom.com,0,36,,comedor;cocina-propia;horario-ampliado;actividades-extraescolares;verano-campamentos;orientacion-pedagogica;ingles;uniformes,"Sagrat Cor-Esclaves, en la Rambla de Catalunya, es un colegio concertado de más de 110 años gestionado por la congregación de las Esclavas del Sagrado Corazón de Jesús. Su ideario, resumido como ""Ensenyem a pensar des del Cor"", cubre desde infantil hasta Bachillerato. Ofrece cocina y comedor propios, acogida ampliada, extraescolares y escuela de verano, con uniforme obligatorio.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Josep Tous,josep-tous-barcelona,escuela-infantil,privado,"Carrer de Begur, 10-20",08028,,barcelona,Barcelona,934224640,,http://escolesmdp.org/joseptous/,0,36,,cocina-propia;actividades-extraescolares;musica,"Josep Tous, en el barrio de Sants-Badal, es un colegio concertado con más de 125 años de historia dirigido por la Congregación de las Hermanas Capuchinas de la Madre del Divino Pastor. Combina llar d'infants subvencionada con parvulario, primaria y secundaria concertados, cocina propia con menú diario y extraescolares como robótica, patinaje y musicoterapia.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Sant Marc de Sarrià,sant-marc-de-sarria-barcelona,escuela-infantil,privado,"Carrer de Carrasco i Formiguera, 6-16",08017,,barcelona,Barcelona,932041145,,http://www.santmarc.com,0,36,,comedor;ingles;actividades-extraescolares;verano-campamentos;uniformes,"Sant Marc de Sarrià, en el distrito de Sarrià-Sant Gervasi, es un colegio concertado integrado en Arenales Red Educativa, con presencia internacional en más de 30 centros. Aplica el modelo propio IAM (Innovación, Autonomía, Mentoring) desde la llar d'infants hasta Bachillerato, con fuerte peso del inglés, programa iPad y casal d'estiu. El uniforme escolar es obligatorio.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Peter Pan,peter-pan-barcelona,escuela-infantil,privado,"Carrer de Immaculada, 4",08017,,barcelona,Barcelona,934180195,,http://www.escolapeterpan.cat,0,36,,comedor;cocina-propia;horario-ampliado;bilingue;ingles;orientacion-pedagogica;actividades-extraescolares,"Peter Pan, fundado en 1960 por Júlia Castells en el barrio de Sarrià, es un colegio concertado de una sola línea, laico y catalán, que abarca desde la llar d'infants hasta Primaria, con continuidad en Secundaria a través del centro Els Arcs. El inglés ocupa más del 75% de la jornada en infantil, con cocina propia y permanencias flexibles. Es un centro real y activo, distinto de otras guarderías de Barcelona con nombres similares.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Betània-Patmos,betania-patmos-barcelona,escuela-infantil,privado,"Avinguda de Mare de Déu de Lorda, 2-16",08034,,barcelona,Barcelona,932521900,,http://www.betania-patmos.org,0,36,,comedor;cocina-propia;horario-ampliado;musica;actividades-extraescolares;verano-campamentos,"Betània-Patmos es un centro concertado en Sarrià-Sant Gervasi nacido en 1975 de la fusión de dos escuelas anteriores (Betània, de 1941, y Patmos, de 1959). Gestionado por una fundación privada, imparte enseñanza desde el primer ciclo de infantil (0-3 años) hasta bachillerato, con cocina propia y servicio de permanencia para las familias.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Aula Escuela Europea,aula-escuela-europea-barcelona,escuela-infantil,privado,"Avinguda de Mare de Déu de Lorda, 34-36",08034,,barcelona,Barcelona,932030354,,,0,36,,,"Aula Escuela Europea, fundada en 1968 en Les Corts por el pedagogo Pere Ribera, es un centro privado con proyecto educativo multilingüe (catalán, castellano, francés e inglés) orientado a la indagación y el pensamiento crítico. El primer ciclo de infantil (0-3 años) figura en el registro de la Generalitat como parte de su oferta educativa más amplia.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
L'Horitzó,lhoritzo-barcelona,escuela-infantil,privado,"Passeig de de la Bonanova, 7",08022,,barcelona,Barcelona,934177658,,http://escola-horitzo.cat/,0,36,,horario-ampliado;ingles;psicomotricidad;verano-campamentos,"L'Horitzó es un centro privado en Sarrià-Sant Gervasi que basa su proyecto en el aprendizaje por proyectos, con influencia de Montessori y Freinet, sin política de deberes. Ofrece inglés integrado a diario, piscina con clases de natación, horario de 8:30 a 17:30 y casal de verano propio ('Estiu ELH'). El primer ciclo de infantil (0-3 años) consta en el registro oficial de centros.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Gravi,gravi-barcelona,escuela-infantil,privado,"Avinguda de Vallcarca, 258",08023,,barcelona,Barcelona,932111183,,http://www.gravi.com/,0,36,,comedor;musica;actividades-extraescolares;verano-campamentos;orientacion-pedagogica,"Gravi es una escuela cooperativa y concertada en Gràcia con más de 50 años de historia, iniciada en 1966-67 como obra social vinculada a la parroquia de Sant Cebrià y transformada en cooperativa de trabajo asociado en 1995-96. Su proyecto se apoya en el aprendizaje cooperativo y la educación emocional, con comedor y departamento psicopedagógico propio.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Mare de Déu dels Àngels,mare-de-deu-dels-angels-barcelona,escuela-infantil,privado,"Carrer de Sagrera, 80-82",08027,,barcelona,Barcelona,933523909,,http://www.mdangels.org,0,36,,comedor;horario-ampliado;ingles;orientacion-pedagogica;escuela-de-padres;uniformes,"Mare de Déu dels Àngels, fundado en 1898 en el barrio de la Sagrera, es uno de los centros más antiguos del distrito de Sant Andreu y está gestionado por las Missioneres Filles de la Sagrada Família de Natzaret. Dispone de llar d'infants diferenciada para 1-3 años, uniforme obligatorio y programa de inglés propio ('Audioenglish').",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Lestonnac,lestonnac-barcelona,escuela-infantil,privado,"Carrer de Pau Claris, 131",08009,,barcelona,Barcelona,932159900,,http://www.lestonnac-bcn.org,0,36,,horario-ampliado;ingles;orientacion-pedagogica;uniformes,"Lestonnac, en pleno Eixample, es un centro concertado desde el segundo ciclo de infantil que basa su proyecto en el ideario de la Compañía de María. Ofrece un servicio privado de 0-3 años en horario de 7:45 a 19:00, trabajo por racons y proyectos, siete sesiones semanales de inglés con inmersión y departamento de orientación propio.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Jesuïtes Sant Gervasi - Infant Jesús,jesuites-sant-gervasi-infant-jesus-barcelona,escuela-infantil,privado,"Carrer de Avenir, 19",08006,,barcelona,Barcelona,933622058,,http://www.santgervasi.fje.edu,0,36,,,"Jesuïtes Sant Gervasi - Infant Jesús es un centro concertado con orígenes en 1860, fundado por las Germanes de l'Infant Jesús y traspasado en 2015 a la Fundació Jesuïtes Educació Catalunya. Ubicado en el Carrer de l'Avenir desde 1867, incluye llar d'infants junto con infantil, primaria, secundaria concertada y bachillerato privado.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Canigó,canigo-barcelona,escuela-infantil,privado,"Carrer de Císter, 23",08022,,barcelona,Barcelona,932110217,,http://www.fomento.edu/canigo,0,36,,comedor;ingles;actividades-extraescolares,"Canigó es un colegio trilingüe de Fomento de Centros de Enseñanza en el Carrer de Císter (Sarrià-Sant Gervasi), abierto en 1964 y con más de 1.000 alumnos, ofrece infantil, primaria, secundaria y bachillerato con inglés desde los 2 años ('Hello Sally'). No debe confundirse con Llar d'Infants Canigó, una guardería distinta ubicada en Diputació 412, en el Eixample.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Prínceps 23 d'Abril,princeps-23-dabril-barcelona,escuela-infantil,privado,"Carrer de Artesania, 38",08031,,barcelona,Barcelona,933537591,,http://www.princeps23dabril.com,0,36,,comedor;horario-ampliado;ingles;patio-exterior;actividades-extraescolares;verano-campamentos,"L'Escola Prínceps, en el Carrer de l'Artesania de Nou Barris, inició su actividad docente en 1958 y desde 2005 funciona como cooperativa familiar. Dispone de llar d'infants diferenciada, con dos aulas de 1-2 años en un edificio propio, además de casal d'estiu, patio y servicio de acogida matinal.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Sagrada Família,sagrada-familia-barcelona,escuela-infantil,privado,"Carrer de Avinyó, 20",08002,,barcelona,Barcelona,933188716,,http://safaavinyo.com,0,36,,cocina-propia;horario-ampliado;musica,"SAFA Avinyó, en pleno centro de Ciutat Vella, es un colegio concertado de una sola línea con más de 100 años de historia, integrado en la Fundació Educativa Anna Maria Janer. Cuenta con llar d'infants diferenciada, cocina propia con menús adaptados y programas de música en colaboración con el Palau de la Música y de robótica con Robotix.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Llar d'Infants Ninets,llar-dinfants-ninets-barcelona,guarderia,privado,"Carrer de València, 218-220",08011,,barcelona,Barcelona,933233131,escolainfantil@ninets.net,https://www.ninets.net/,0,36,,comedor;horario-ampliado,"Escuela infantil privada en el Eixample de Barcelona, en funcionamiento desde 1982, con instalaciones de más de 400 m². Ofrece horario flexible de 7:45 a 19:00 h de lunes a viernes, servicio de comedor con menús supervisados por nutricionista y apoyo psicopedagógico. Atiende a niños de 3 meses a 3 años.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Escola Bressol Cap i Cua,escola-bressol-cap-i-cua-barcelona,guarderia,privado,"Passatge de Còrsega, 9",08026,,barcelona,Barcelona,934557141,,https://www.ebcapicua.com/,0,36,,,"Escuela infantil privada en el distrito de Sant Martí, autorizada por el Departament d'Ensenyament de la Generalitat (código 08048149). El centro abrió en 1986 con el nombre Els Àngels y adoptó el nombre Cap i Cua en 2016. Atiende a niños desde los 4 meses hasta los 3 años bajo un proyecto educativo activo.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Llar d'Infants Grimm,llar-dinfants-grimm-barcelona,guarderia,privado,"Carrer de Sant Quintí, 19",08026,,barcelona,Barcelona,934366162,grimmvirolai@virolai.com,https://virolai.com/es/oferta-educativa/virolai-grimm/,0,36,,horario-ampliado,"Escuela de educación infantil integrada en la red de la Escola Virolai, ubicada en el Camp de l'Arpa del Clot (Sant Martí). Ofrece el primer ciclo de educación infantil (0-3 años) con servicio de permanencias de mañana y tarde. Forma parte de un proyecto educativo con más trayectoria en Barcelona bajo la marca Virolai.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Llar d'Infants Guinyol,llar-dinfants-guinyol-barcelona,guarderia,privado,"Carrer de Ventura Plaja, 36",08028,,barcelona,Barcelona,934401814,llarguinyol@gmail.com,https://lallarguinyol.com/,0,36,,comedor;horario-ampliado;ingles,"Escuela infantil privada en Sants con más de 40 años de trayectoria. Edificio de tres plantas con jardín y espacios diferenciados por edad. Abierto de 7:30 a 19:00 h, con cocina propia, menús adaptados y control de alérgenos. Ofrece clases de inglés con el método Kids&Us y natación en un club cercano. Matrícula abierta para el curso 26-27.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Llar d'Infants Blauet,llar-dinfants-blauet-barcelona,guarderia,privado,"Plaça de Sant Vicenç de Sarrià, 7",08017,,barcelona,Barcelona,932805180,info@escolabressolblauet.com,http://www.escolabressolblauet.com,0,36,,,"Escuela infantil privada en Sarrià, en funcionamiento desde 1996. Organiza aulas por grupos de edad (P0, P1, P2) y ofrece enseñanza en dos lenguas maternas (catalán y castellano). Horario habitual de 8:00 a 18:00 h de lunes a viernes. Atiende a niños de 0 a 3 años en el barrio de Sarrià-Sant Gervasi.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Llar d'Infants Grans Somnis,llar-dinfants-grans-somnis-barcelona,guarderia,privado,"Carrer de Consell de Cent, 344",08009,,barcelona,Barcelona,934882242,secretaria@escolagransomnis.com,https://www.escolagransomnis.com/,4,36,,comedor;horario-ampliado;ingles,"Escuela infantil privada en el Eixample de Barcelona, en funcionamiento desde 1987. Ofrece comedor con cocina propia y menús revisados dietéticamente, horario ampliado de 8:00 a 19:00 h, y enseñanza trilingüe (catalán, castellano e inglés). Cuenta además con piscina y gabinete psicopedagógico. Atiende a niños de 4 meses a 3 años.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Llar d'Infants L'Escoleta de Montjuïc,llar-dinfants-lescoleta-de-montjuic-barcelona,guarderia,privado,"Carrer de Sant Fructuós, 46-48, baixos",08004,,barcelona,Barcelona,935271172,info@escoleta.es,https://escoleta.es/,0,36,,horario-ampliado;ingles,"Escuela infantil privada en el barrio de la Font de la Guatlla (Sants-Montjuïc), accesible para personas con discapacidad física. Ofrece recepción de mañana (7:30-9:00 h) y de tarde (17:00-18:00 h), además de un programa de inglés. Instalaciones amplias con patio exterior. Matrícula abierta para el curso 2026-2027.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Llar d'Infants Balmespi,llar-dinfants-balmespi-barcelona,guarderia,privado,"Carrer de Balmes, 252",08006,,barcelona,Barcelona,932189472,a8049294@xtec.cat,http://escolainfantilbalmespi.com,3,36,,comedor;horario-ampliado;ingles,"Escuela infantil privada en el barrio de Sant Gervasi-Galvany (Sarrià-Sant Gervasi), accesible para personas con discapacidad física. Según fuentes coincidentes, ofrece clases de 3 meses a 3 años con horario de 8:00 a 18:30 h, programa de acogida, asesoramiento psicopedagógico, clases de inglés, horario ampliado y servicio de comedor.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Llar d'Infants El Llimoner I,llar-dinfants-el-llimoner-i-barcelona,guarderia,privado,"Carrer de Independència, 329",08026,,barcelona,Barcelona,934569844,llimoner@llimoner.cat,http://www.llimoner.cat,0,36,,horario-ampliado;ingles,"Escuela infantil privada en el Camp de l'Arpa del Clot (Sant Martí), en funcionamiento desde 1981 y autorizada por el Departament d'Ensenyament. Se define como un proyecto activo y aconfesional, con catalán como lengua vehicular principal y castellano e inglés como lenguas complementarias. Horario de 7:30 a 19:30 h de lunes a viernes.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Llar d'Infants Dracs I,llar-dinfants-dracs-i-barcelona,guarderia,privado,"Carrer de Berlín, 26-32",08029,,barcelona,Barcelona,934902653,dracs.escola@gmail.com,https://dracsescolabressol.cat/,0,36,,,"Escuela infantil privada en el distrito de Sants-Montjuïc, gestionada por Dracs Escola Bressol S.L., con más de 40 años dedicados a la primera infancia (0-3 años). El centro aparece también en directorios municipales bajo el nombre histórico 'Peter Pan', aunque su denominación y operación actual es Dracs. Instalaciones accesibles para personas con discapacidad física.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Llar d'Infants Cuc,llar-dinfants-cuc-barcelona,guarderia,privado,"Carrer de Sagunt, 113",08014,,barcelona,Barcelona,934228305,mail@cuc.cat,https://www.cuc.cat/,0,36,,comedor;horario-ampliado;ingles,"Escuela infantil privada junto a la Plaça de Sants, con más de 25 años de trayectoria. Cocina propia con menú mediterráneo y adaptaciones por alergias, acogida de mañana (8-9 h) y tarde (17-18 h), e inglés semanal con el método Kids&Us. Atiende a niños de 0 a 3 años; matrícula limitada según curso.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Llar d'Infants Petit Montessori,llar-dinfants-petit-montessori-barcelona,guarderia,privado,"Plaça de del Centre, 7-9",08014,,barcelona,Barcelona,934903750,papismontessori@gmail.com,https://www.escolapetitmontessori.com/,0,36,,comedor;ingles,"Escuela infantil privada en Les Corts, con código de centro 08050831, que aplica la metodología Montessori. Ofrece servicio de comedor y campamento de verano en julio y agosto. Integra catalán, castellano e inglés en las actividades diarias. En directorios municipales figura también con el nombre histórico 'Tintín'.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Llar d'Infants Didac,llar-dinfants-didac-barcelona,guarderia,privado,"Carrer de Cardenal Reig, 16",08028,,barcelona,Barcelona,933344020,didac4@gmail.com,https://www.llardinfants-didac.cat/,4,36,,comedor,"Llar d'Infants Didac es una escuela infantil privada situada en el distrito de Les Corts, Barcelona, que atiende a niños de 4 meses a 3 años. Dispone de cocina propia para el servicio de comedor, patio exterior y sala de psicomotricidad. Mantiene relación pedagógica con Escola Thau e Idiomes Tarradellas.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Llar d'Infants El Tricicle,llar-dinfants-el-tricicle-barcelona,guarderia,privado,"Carrer de Jocs Florals, 128-136, baixos",08014,,barcelona,Barcelona,934312785,info@eltriciclellardinfants.com,https://eltriciclellardinfants.com/,0,36,,comedor,"Llar d'Infants El Tricicle es una escuela infantil privada en el barrio de Sants, Barcelona, con el apoyo del Departament d'Educació. Dispone de seis estancias y un jardín soleado, cocina propia y agrupa a los niños en tres franjas de edad. Ofrece visitas individualizadas previa cita para conocer las instalaciones.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Llar d'Infants Petit Món de Les Corts,llar-dinfants-petit-mon-de-les-corts-barcelona,guarderia,privado,"Carrer de Numància, 101-105",08029,,barcelona,Barcelona,933222477,,http://petitmonlescorts.cat/,0,36,,ingles,"Llar d'Infants Petit Món de Les Corts es una escuela infantil privada en el distrito de Les Corts, Barcelona, accesible para personas con discapacidad física. Cuenta con seis espacios diferenciados, entre ellos un aula para bebés con materiales sensoriales y zonas de juego libre. El centro incorpora el inglés en distintos momentos del día.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Llar d'Infants Rosetó,llar-dinfants-roseto-barcelona,guarderia,privado,"Carrer de Mallorca, 337",08037,,barcelona,Barcelona,934570302,info@roseto.cat,https://roseto.cat/,0,36,,comedor,"Llar d'Infants Rosetó es una escuela infantil privada autorizada por el Departament d'Educació de la Generalitat de Catalunya, situada en el distrito de Eixample, Barcelona. Dispone de aulas, zonas de talleres, patio exterior y comedor propio. Ofrece una aplicación para la comunicación diaria con las familias.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Llar d'Infants La Gavina,llar-dinfants-la-gavina-laforja-barcelona,guarderia,privado,"Carrer de Laforja, 19",08006,,barcelona,Barcelona,932372891,la_gavina@hotmail.com,http://lagavinaescola.com/ca/,0,36,,comedor;horario-ampliado;ingles,"Llar d'Infants La Gavina es una escuela infantil privada en el distrito de Sarrià-Sant Gervasi, Barcelona, con dos sedes (Laforja y Marc Aureli). Ofrece acogida de 8h a 9h y de 17h a 18h, cocina propia con menús supervisados y clases de inglés a partir de un año. Distinta del centro público homónimo situado en Carrer de Concòrdia, Sants-Montjuïc.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
Llar d'Infants Tagore,llar-dinfants-tagore-barcelona,guarderia,privado,"Carrer de Muntaner, 476",08006,,barcelona,Barcelona,932010379,tagore@parvulariotagore.com,http://www.parvulariotagore.com/index/La_escuela.html,4,36,,ingles,"Llar d'Infants Tagore, fundada en 1966, es una escuela infantil privada en el distrito de Sarrià-Sant Gervasi, Barcelona, que atiende a niños de 4 meses a 3 años (P0, P1 y P2). Ocupa dos plantas comunicadas y un jardín exterior. Ofrece educación trilingüe en catalán, castellano e inglés. Aparece también en el registro municipal como 'Xenius', nombre histórico del mismo centro en la misma dirección.",https://analisi.transparenciacatalunya.cat/Educaci-/Directori-de-centres-docents-anual-Base-2020/kvmv-ahh4,
